A1BG	363
A1BG-AS1	5
A1CF	6
A2M	419
A2M-AS1	220
A2ML1	1
A2MP1	45
A3GALT2	0
A4GALT	0
A4GNT	0
AA06	0
AAAS	204
AACS	55
AACSP1	0
AADAC	0
AADACL2	0
AADACL2-AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	432
AAGAB	338
AAK1	1285
AAMDC	161
AAMP	846
AANAT	22
AAR2	183
AARD	2
AARS	227
AARS2	118
AARSD1	2
AASDH	271
AASDHPPT	518
AASS	49
AATBC	90
AATF	932
AATK	13
AATK-AS1	0
ABALON	122
ABAT	80
ABCA1	139
ABCA10	13
ABCA11P	18
ABCA12	2
ABCA13	0
ABCA17P	5
ABCA2	126
ABCA3	27
ABCA4	0
ABCA5	223
ABCA6	19
ABCA7	411
ABCA8	1
ABCA9	4
ABCA9-AS1	1
ABCB1	107
ABCB10	145
ABCB11	0
ABCB4	16
ABCB5	0
ABCB6	47
ABCB7	269
ABCB8	153
ABCB9	61
ABCC1	196
ABCC10	101
ABCC11	0
ABCC12	0
ABCC13	0
ABCC2	12
ABCC3	132
ABCC4	110
ABCC5	137
ABCC5-AS1	0
ABCC6	9
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	1
ABCD1	79
ABCD2	129
ABCD3	211
ABCD4	333
ABCE1	351
ABCF1	1007
ABCF2	407
ABCF3	238
ABCG1	84
ABCG2	6
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	6
ABHD10	179
ABHD11	189
ABHD11-AS1	20
ABHD12	316
ABHD12B	7
ABHD13	390
ABHD14A	519
ABHD14A-ACY1	0
ABHD14B	1013
ABHD15	259
ABHD16A	645
ABHD16B	21
ABHD17A	1238
ABHD17B	146
ABHD17C	30
ABHD2	629
ABHD3	382
ABHD4	37
ABHD5	362
ABHD6	91
ABHD8	95
ABI1	904
ABI2	310
ABI3	1234
ABI3BP	4
ABL1	185
ABL2	133
ABLIM1	498
ABLIM2	22
ABLIM3	22
ABO	1
ABR	290
ABRA	9
ABRACL	2573
ABT1	509
ABTB1	814
ABTB2	21
ACAA1	1624
ACAA2	740
ACACA	112
ACACB	37
ACAD10	73
ACAD11	7
ACAD8	192
ACAD9	192
ACADL	0
ACADM	627
ACADS	197
ACADSB	163
ACADVL	1379
ACAN	2
ACAP1	1524
ACAP2	1610
ACAP3	222
ACAT1	571
ACAT2	131
ACBD3	844
ACBD4	104
ACBD5	403
ACBD6	759
ACBD7	2
ACCS	68
ACCSL	0
ACD	280
ACE	18
ACE2	0
ACER1	0
ACER2	4
ACER3	399
ACHE	9
ACIN1	1380
ACKR1	0
ACKR2	0
ACKR3	7
ACKR4	44
ACLY	413
ACMSD	1
ACO1	101
ACO2	75
ACOT1	1
ACOT11	1
ACOT12	0
ACOT13	423
ACOT2	44
ACOT4	70
ACOT6	2
ACOT7	193
ACOT8	85
ACOT9	366
ACOX1	228
ACOX2	19
ACOX3	153
ACOXL	18
ACP1	1467
ACP2	130
ACP5	411
ACP6	42
ACPP	167
ACPT	0
ACR	0
ACRBP	321
ACRC	84
ACRV1	0
ACSBG1	17
ACSBG2	3
ACSF2	124
ACSF3	343
ACSL1	302
ACSL3	547
ACSL4	582
ACSL5	374
ACSL6	95
ACSM1	2
ACSM2A	0
ACSM2B	0
ACSM3	10
ACSM4	0
ACSM5	0
ACSM6	3
ACSS1	403
ACSS2	150
ACSS3	0
ACTA1	6
ACTA2	27
ACTA2-AS1	0
ACTB	83040
ACTBL2	1
ACTC1	0
ACTG1	34153
ACTG1P17	8
ACTG1P20	142
ACTG1P4	2
ACTG2	3
ACTL10	40
ACTL6A	266
ACTL6B	0
ACTL7A	0
ACTL7B	2
ACTL8	0
ACTL9	0
ACTN1	471
ACTN1-AS1	0
ACTN2	1
ACTN3	0
ACTN4	750
ACTR10	801
ACTR1A	406
ACTR1B	512
ACTR2	3708
ACTR3	4449
ACTR3B	41
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	11
ACTR5	123
ACTR6	489
ACTR8	174
ACTRT1	0
ACTRT2	0
ACTRT3	2
ACVR1	86
ACVR1B	102
ACVR1C	22
ACVR2A	168
ACVR2B	51
ACVR2B-AS1	1
ACVRL1	17
ACY1	0
ACY3	44
ACYP1	331
ACYP2	317
ADA	698
ADAD1	0
ADAD2	1
ADAL	91
ADAM10	844
ADAM11	1
ADAM12	35
ADAM15	425
ADAM17	641
ADAM18	0
ADAM19	406
ADAM1A	16
ADAM2	0
ADAM20	4
ADAM20P1	16
ADAM21	4
ADAM21P1	0
ADAM22	28
ADAM23	18
ADAM28	354
ADAM29	3
ADAM30	3
ADAM32	4
ADAM33	1
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	1334
ADAM9	150
ADAMDEC1	3
ADAMTS1	29
ADAMTS10	65
ADAMTS12	1
ADAMTS13	7
ADAMTS14	1
ADAMTS15	0
ADAMTS16	1
ADAMTS17	5
ADAMTS18	0
ADAMTS19	0
ADAMTS19-AS1	0
ADAMTS2	0
ADAMTS20	0
ADAMTS3	1
ADAMTS4	5
ADAMTS5	2
ADAMTS6	53
ADAMTS7	1
ADAMTS7P1	2
ADAMTS8	5
ADAMTS9	0
ADAMTS9-AS1	0
ADAMTS9-AS2	0
ADAMTSL1	0
ADAMTSL2	3
ADAMTSL3	0
ADAMTSL4	139
ADAMTSL4-AS1	129
ADAMTSL5	13
ADAP1	451
ADAP2	342
ADAR	1920
ADARB1	212
ADARB2	0
ADARB2-AS1	0
ADAT1	153
ADAT2	137
ADAT3	70
ADCK1	89
ADCK2	200
ADCK3	231
ADCK4	231
ADCK5	152
ADCY1	1
ADCY10	0
ADCY10P1	18
ADCY2	1
ADCY3	14
ADCY4	22
ADCY5	2
ADCY6	4
ADCY7	835
ADCY8	0
ADCY9	152
ADCYAP1	0
ADCYAP1R1	0
ADD1	1147
ADD2	8
ADD3	2058
ADD3-AS1	8
ADGB	2
