A1BG	15
A1BG-AS1	0
A1CF	24
A2M	7846
A2M-AS1	15
A2ML1	12
A2MP1	9
A3GALT2	0
A4GALT	0
A4GNT	0
AA06	0
AAAS	594
AACS	185
AACSP1	17
AADAC	0
AADACL2	0
AADACL2-AS1	0
AADACL3	0
AADACL4	2
AADACP1	0
AADAT	514
AAED1	10
AAGAB	6839
AAK1	2179
AAMDC	477
AAMP	152
AANAT	2
AAR2	250
AARD	0
AARS	1121
AARS2	44
AARSD1	0
AASDH	1677
AASDHPPT	11982
AASS	7129
AATBC	1
AATF	3
AATK	5
AATK-AS1	0
ABALON	6
ABAT	1024
ABCA1	9774
ABCA10	33
ABCA11P	544
ABCA12	66
ABCA13	297
ABCA17P	26
ABCA2	19
ABCA3	38
ABCA4	630
ABCA5	1817
ABCA6	8
ABCA7	6
ABCA8	33
ABCA9	3
ABCA9-AS1	0
ABCB1	99
ABCB10	550
ABCB11	0
ABCB4	29
ABCB5	4
ABCB6	120
ABCB7	2459
ABCB8	18
ABCB9	5
ABCC1	68
ABCC10	7
ABCC11	5
ABCC12	0
ABCC13	0
ABCC2	39
ABCC3	18
ABCC4	2407
ABCC5	4617
ABCC5-AS1	9
ABCC6	0
ABCC6P1	11
ABCC6P2	0
ABCC8	8
ABCC9	32
ABCD1	0
ABCD2	959
ABCD3	2424
ABCD4	178
ABCE1	11304
ABCF1	13
ABCF2	2218
ABCF3	189
ABCG1	154
ABCG2	11
ABCG4	2
ABCG5	12
ABCG8	1
ABHD1	4
ABHD10	1115
ABHD11	70
ABHD11-AS1	0
ABHD12	48
ABHD12B	80
ABHD13	395
ABHD14A	25
ABHD14A-ACY1	0
ABHD14B	31
ABHD15	31
ABHD16A	3
ABHD16B	3
ABHD17A	8
ABHD17B	561
ABHD17C	127
ABHD2	1619
ABHD3	353
ABHD4	1258
ABHD5	924
ABHD6	487
ABHD8	4
ABI1	4270
ABI2	9710
ABI3	0
ABI3BP	172
ABL1	108
ABL2	2148
ABLIM1	16076
ABLIM2	24
ABLIM3	22
ABO	0
ABR	2
ABRA	2
ABRACL	1768
ABT1	119
ABTB1	8
ABTB2	7
ACAA1	44
ACAA2	2544
ACACA	21
ACACB	38
ACAD10	103
ACAD11	234
ACAD8	243
ACAD9	264
ACADL	16
ACADM	5890
ACADS	1
ACADSB	3037
ACADVL	369
ACAN	1
ACAP1	27
ACAP2	3635
ACAP3	12
ACAT1	1033
ACAT2	2466
ACBD3	5053
ACBD4	11
ACBD5	869
ACBD6	141
ACBD7	133
ACCS	1
ACCSL	0
ACD	21
ACE	3
ACE2	38
ACER1	4
ACER2	33
ACER3	617
ACHE	3
ACIN1	240
ACKR1	7
ACKR2	1
ACKR3	162
ACKR4	24
ACLY	1970
ACMSD	12
ACO1	456
ACO2	321
ACOT1	6
ACOT11	6
ACOT12	12
ACOT13	1620
ACOT2	14
ACOT4	3
ACOT6	26
